"id";"jahr";"papier";"block";"aufgabe";"titel";"teilaufgabe";"seite";"punkte";"stern";"hilfsmittel";"afb_amtlich";"leitidee";"thema";"typ";"typ_neben";"stichwoerter";"voraussetzungen";"format";"operator";"antwort";"material";"skizze";"kontext";"textumfang";"gegeben";"gesucht";"verfahren";"schritte";"zahlenraum";"einheiten";"abhaengig_von";"ergebnis";"zwischenergebnis";"niveau_geschaetzt";"fehlerquelle";"bemerkung"
"2014-GYM-K2b";"2014";"GYM";"Kontext";"2";"Quadratische und lineare Funktionen";"b";"4";"4";"";"ja";"";"Gleichungen und Funktionen";"Lineare Funktionen";"Gerade an der x-Achse spiegeln";"Gerade an der y-Achse spiegeln";"Spiegelung|x-Achse|y-Achse|Geradengleichung";"";"Zeichnen|Kurzantwort|Begründung";"Zeichnen Sie|Geben Sie an|Erläutern Sie";"Grafik|Term|Text";"Koordinatensystem";"Spiegelbild g' von g an der x-Achse einzeichnen: Gerade durch (0|−3) und (1,5|0), Steigung 2";"ohne";"mittel";"Gerade g: g(x) = −2x + 3 (aus a) bestimmt); g soll an der x-Achse, danach an der y-Achse gespiegelt werden";"Spiegelbild g' und seine Gleichung; Vorgehen zur Gleichung von g'' ohne Zeichnung";"Spiegelung an der x-Achse: Vorzeichen des gesamten Funktionsterms wechselt, g'(x) = −g(x) = 2x − 3; Spiegelung an der y-Achse: x wird durch −x ersetzt, g''(x) = g(−x) = 2x + 3";"2";"negativ";"";"2014-GYM-K2a";"g'(x) = 2x − 3|x in der Gleichung von g durch −x ersetzen; dadurch wechselt nur das Vorzeichen der Steigung, g''(x) = 2x + 3";"";"II";"bei der Spiegelung an der y-Achse zusätzlich das Vorzeichen von n ändern";""
"2014-GYM-K2c";"2014";"GYM";"Kontext";"2";"Quadratische und lineare Funktionen";"c";"4";"5";"";"ja";"";"Gleichungen und Funktionen";"Quadratische Funktionen";"Parabelgleichung aus Scheitel und Punkt bestimmen";"Parabel aus Gleichung skizzieren";"Parabel|Scheitelpunkt|Koeffizienten";"";"Kurzantwort|Zeichnen";"Ermitteln Sie|Zeichnen Sie";"Term|Grafik";"Koordinatensystem";"Parabel p mit Scheitel (1,5|0) und y-Achsenabschnitt (0|3) in dasselbe Koordinatensystem wie g einzeichnen";"ohne";"mittel";"Scheitelpunkt von p liegt auf dem Schnittpunkt von g mit der x-Achse (1,5|0); Graph von p schneidet die y-Achse im gleichen Punkt wie g (0|3); p(x) = ax² + bx + c mit a, b, c, x ∈ ℝ, a ≠ 0";"Koeffizienten a, b, c; Graph von p";"Scheitelpunktform p(x) = a(x−1,5)²; aus p(0)=3 folgt a·2,25=3, a=4/3; ausmultipliziert p(x) = 4/3 x² − 4x + 3";"3";"Bruch|negativ";"";"2014-GYM-K2a";"a = 4/3, b = −4, c = 3";"Scheitel S(1,5|0)";"III";"Scheitelpunktform mit a = 1 ansetzen und den zweiten Punkt nicht zur Bestimmung von a nutzen";""
"2014-GYM-K3a";"2014";"GYM";"Kontext";"3";"Sportfest";"a";"5";"2";"";"ja";"";"Daten und Zufall";"Kenngrößen";"Arithmetisches Mittel berechnen";"";"Mittelwert|Weitsprung|Vergleich";"";"Rechnung";"Berechnen Sie";"Zahl";"Tabelle";"keine";"Sport";"mittel";"Weitsprungergebnisse Peter: 4,58 m; 3,97 m; 5,30 m; 7,05 m; 5,55 m. Franz: 5,10 m; 5,55 m; 5,05 m; 4,30 m; 6,45 m";"Mittelwert je Sportler";"Summe der fünf Werte durch 5";"2";"dezimal";"m";"";"Peter 5,29 m|Franz 5,29 m";"";"I";"durch die Anzahl unterschiedlicher Werte statt durch 5 teilen";""
"2014-GYM-K3b";"2014";"GYM";"Kontext";"3";"Sportfest";"b";"5";"2";"";"ja";"";"Daten und Zufall";"Kenngrößen";"Datenreihen anhand von Kenngrößen vergleichen und begründen";"";"Spannweite|Vergleich|Begründung";"";"Begründung";"Begründen Sie";"Text";"keins";"keine";"Sport";"kurz";"beide Sportler haben denselben Mittelwert (5,29 m); der Sportlehrer delegiert Franz zur Kreismeisterschaft";"Begründung der Entscheidung anhand eines Vergleichs der Ergebnisse";"Spannweite vergleichen: Peter 7,05−3,97=3,08 m, Franz 6,45−4,30=2,15 m; Franz springt gleichmäßiger";"1";"dezimal";"m";"2014-GYM-K3a";"Franz hat trotz gleichen Mittelwerts die kleinere Spannweite (2,15 m gegen 3,08 m) und damit die konstantere Leistung";"";"III";"nur den gleichen Mittelwert vergleichen und keine weitere Kenngröße heranziehen";""
"2014-GYM-K3c";"2014";"GYM";"Kontext";"3";"Sportfest";"c";"5";"4";"";"ja";"";"Daten und Zufall";"Zählen und Kombinatorik";"Anzahl der Anordnungen bestimmen";"Wahrscheinlichkeit einstufig";"Anordnung|Startreihenfolge|Wahrscheinlichkeit";"";"Rechnung|Rechnung";"Ermitteln Sie|Berechnen Sie";"Zahl|Zahl";"keins";"keine";"Sport";"mittel";"5 Schüler im Finale, Startnummern werden aus einer Urne mit 5 Losen gezogen; Franz ist im Finale";"Anzahl der möglichen Reihenfolgen; Wahrscheinlichkeit, dass Franz als Erster oder Zweiter startet";"Anordnungen: 5! = 120; Wahrscheinlichkeit über Symmetrie: jeder Platz für Franz gleich wahrscheinlich (1/5), Platz 1 oder 2 also 2/5";"2";"ganz|Bruch";"";"";"120 Möglichkeiten|P = 2/5 = 0,4";"";"II";"Reihenfolge mit Auswahl verwechseln (5 statt 5! Möglichkeiten) oder Franz auf einen festen Platz setzen";""
"2014-GYM-K4a";"2014";"GYM";"Kontext";"4";"Im Krankenhaus";"a";"6";"3";"";"ja";"";"Zahlen und Operationen";"Runden und Überschlag";"Maximale ganzzahlige Menge aus Grenzwert berechnen";"";"Dosis|Körpermasse|Abrunden";"";"Rechnung";"Berechnen Sie";"Zahl";"keins";"keine";"Medizin";"mittel";"Einzeldosis 15 mg je kg Körpermasse, Körpermasse 85 kg, eine Kapsel enthält 500 mg";"Anzahl ganzer Kapseln ohne Gesundheitsgefährdung";"Grenzmenge 85 · 15 = 1 275 mg; 1 275 : 500 = 2,55, abgerundet 2 Kapseln";"2";"ganz|dezimal";"mg|kg";"";"2 Kapseln";"";"II";"auf 3 Kapseln aufrunden statt aus Sicherheitsgründen abzurunden";""
"2014-GYM-K4b";"2014";"GYM";"Kontext";"4";"Im Krankenhaus";"b";"6";"4";"";"ja";"";"Gleichungen und Funktionen";"Exponentialfunktionen und Wachstum";"Graph eines exponentiellen Vorgangs zeichnen";"Funktionswert berechnen|Wachstumsart begründen";"exponentieller Zerfall|Halbierung|Diagramm";"";"Zeichnen|Rechnung|Begründung";"Zeichnen Sie|Ermitteln Sie|Begründen Sie";"Grafik|Zahl|Text";"Diagramm";"Diagramm Masse in mg (0 bis 600, Gitter 100) über Zeit in Stunden (0 bis 6); einzutragen die Punkte (1|500), (2|250), (3|125), (4|62,5), (5|31,25)";"Medizin";"lang";"1 Kapsel mit 500 mg, vollständige Aufnahme nach 1 Stunde, danach Halbierung der Masse je Stunde";"Verlauf des Abbaus für vier Stunden ab t=1h; Masse drei Stunden nach der Einnahme; Begründung für exponentiellen Zerfall";"je Stunde Halbierung: 500, 250, 125, 62,5, 31,25 mg; bei t=3h (zwei Halbierungen nach t=1h) 500 · 0,5² = 125 mg; konstanter Verhältnisfaktor 0,5 je Stunde statt konstanter Differenz kennzeichnet den exponentiellen Zerfall";"3";"dezimal";"mg|h";"2014-GYM-K4a";"Punkte (1|500) bis (5|31,25)|125 mg|gleichbleibender Faktor 0,5 je Stunde statt konstanter Differenz";"";"II";"„drei Stunden nach der Einnahme“ mit „drei Stunden nach Abbaubeginn“ verwechseln (dann 62,5 mg statt 125 mg)";"Zeitpunkt „drei Stunden nach der Einnahme“ ab t=0 (Einnahme) gezählt, nicht ab t=1 (Abbaubeginn); daher t=3 in f(t)."
"2014-GYM-K4c";"2014";"GYM";"Kontext";"4";"Im Krankenhaus";"c";"6";"3";"";"ja";"";"Gleichungen und Funktionen";"Exponentialfunktionen und Wachstum";"Zeit aus Exponentialgleichung berechnen";"";"Exponentialgleichung|Logarithmus|Abbauzeit";"";"Rechnung";"Berechnen Sie";"Zahl";"keins";"keine";"Medizin";"mittel";"f(t) = 1 000 · 0,5^t mit t ≥ 1, f(t) Masse des Wirkstoffes in mg, t Zeit in Stunden ab Einnahme";"Zeit t, zu der die Masse auf 5 mg gesunken ist";"1 000 · 0,5^t = 5; 0,5^t = 0,005; t = log(0,005) : log(0,5)";"3";"dezimal";"mg|h";"2014-GYM-K4b";"t ≈ 7,64 h";"";"III";"Gleichung durch schrittweises Halbieren statt durch Logarithmieren lösen und dabei nur ganze Stunden probieren";""
"2014-GYM-K5a";"2014";"GYM";"Kontext";"5";"Abraumhalde";"a";"7";"4";"";"ja";"";"Größen und Messen";"Flächeninhalt und Umfang";"Kreisfläche berechnen";"Flächeninhalt zusammengesetzter Figur berechnen";"Halbkegel|Pyramide|Bodenfläche";"";"Rechnung";"Ermitteln Sie";"Zahl";"Foto|Figur";"räumliche Skizze: Kegelspitze S über Halbkreisgrundfläche mit Mittelpunkt M, Radius DM=154 m; D und A als Endpunkte des Durchmessers; Pyramide mit Grundpunkten A, B (und Bogenpunkt C) und Spitze S; Winkel α bei D, Winkel β bei S zwischen SD und SB; Strecken BS=214 m, AS=DS=193 m, BD=334 m";"Bergbau/Umwelt";"lang";"Halde aus halbem Kreiskegel (Radius r=DM=154 m) und schiefer Pyramide zusammengesetzt; von der Pyramide allein abgedeckte Fläche ca. 27 720 m²";"von der gesamten Halde abgedeckte Fläche";"Grundfläche Halbkegel = 0,5 · π · r² = 0,5 · π · 154²; Gesamtfläche = Pyramidenfläche + Halbkreisfläche";"2";"dezimal";"m²";"";"ca. 64 973 m²";"Halbkreisfläche ≈ 37 253 m²";"II";"vollen statt halben Kreis für die Kegelgrundfläche ansetzen (dann ca. 102 226 m²)";"Deutung der Skizze: A und D als Endpunkte des Kegeldurchmessers (AS=DS=193 m bestätigt die Symmetrie), B zusätzlicher Pyramidenpunkt, C Bogenpunkt ohne eigene Maßangabe; α und C werden für die Teilaufgaben a–c nicht gebraucht."
"2014-GYM-K5b";"2014";"GYM";"Kontext";"5";"Abraumhalde";"b";"7";"3";"";"ja";"";"Größen und Messen";"Sinussatz";"Winkel im allgemeinen Dreieck über Kosinussatz berechnen";"";"Kosinussatz|Winkel|Dreieck";"";"Rechnung";"Berechnen Sie";"Zahl";"Figur";"Dreieck DSB aus der Skizze von a) mit den drei gegebenen Seiten";"Bergbau/Umwelt";"kurz";"Dreieck DSB mit BS=214 m, DS=193 m, BD=334 m";"Winkel β = ∠DSB an der Spitze";"Kosinussatz BD² = BS² + DS² − 2·BS·DS·cos(β); cos(β) = (214²+193²−334²) : (2·214·193)";"2";"dezimal|negativ";"m|Grad";"2014-GYM-K5a";"β ≈ 110,19°";"";"III";"Sinussatz statt Kosinussatz ansetzen, obwohl kein Winkel gegeben ist";"Thema „Sinussatz“ ersatzweise gewählt: die Themenliste (msa.md § 6) führt keine eigene Kosinussatz-Zeile; nächstliegendes Thema ist die allgemeine Dreiecksberechnung ohne rechten Winkel."
"2014-GYM-K5c";"2014";"GYM";"Kontext";"5";"Abraumhalde";"c";"7";"5";"";"ja";"";"Größen und Messen";"Volumen und Oberfläche";"Volumen Kegel berechnen";"Transportanzahl aus Volumen und Masse berechnen";"Kegelvolumen|Erdmasse|LKW-Ladungen";"";"Rechnung|Rechnung";"Ermitteln Sie|Berechnen Sie";"Zahl|Zahl";"Figur";"dieselbe räumliche Skizze wie in a)";"Bergbau/Umwelt";"lang";"Pyramidenvolumen ca. 1 070 000 m³, 1 m³ Erdreich hat Masse 1,8 t, Ladekapazität je Transporter höchstens 25 t; Kegelradius r=154 m, Kegelkante (Mantellinie) DS=193 m";"Volumen des halben Kegels; Anzahl der LKW-Ladungen für das gesamte Erdreich";"Kegelhöhe h = √(193²−154²) ≈ 116,33 m (Pythagoras); V(halber Kegel) = 0,5 · (1/3) · π · r² · h; Gesamtvolumen = Pyramidenvolumen + Kegelvolumen; Masse = Gesamtvolumen · 1,8; Ladungen = Masse : 25, aufgerundet";"5";"dezimal";"m|m³|t";"2014-GYM-K5a";"V(halber Kegel) ≈ 1 444 565 m³|181 049 Ladungen";"h ≈ 116,33 m; Gesamtvolumen ≈ 2 514 565 m³; Gesamtmasse ≈ 4 526 217 t";"III";"Ladungen abrunden statt aufrunden (letzte, nicht volle Ladung vergessen)";"Kegelhöhe h nicht gegeben, aus Radius r=154 m und der Mantellinie DS=193 m über den Satz des Pythagoras hergeleitet (S senkrecht über M angenommen)."
