"typ";"leitidee";"thema";"definition";"beispiel_id";"status"
"Ergebnisse zu einer Mengenoperation zweier Ereignisse angeben";"Stochastik";"Ereignisse und Mengenoperationen";"Die Ergebnisse angeben, die zu Schnitt, Vereinigung oder Gegenereignis zweier beschriebener Ereignisse eines Zufallsexperiments gehören.";"2026MgrundlegendAStochastik12-b";"neu"
"Fehlende Wahrscheinlichkeiten im Baumdiagramm über die Pfadregel ermitteln";"Stochastik";"Baumdiagramm und Pfadregeln";"In einem teilweise beschrifteten Baumdiagramm fehlende Ast- oder Pfadwahrscheinlichkeiten aus gegebenen Pfad- und Astwerten über die Pfadmultiplikation bestimmen.";"2026MgrundlegendAStochastik13-a";"neu"
"Bedingte Wahrscheinlichkeit aus dem Baumdiagramm mit einer Schranke vergleichen";"Stochastik";"Bedingte Wahrscheinlichkeit und Bayes";"Eine bedingte Wahrscheinlichkeit als Quotient aus einem Pfad und der Summe der Pfade mit der Bedingung berechnen und mit einer vorgegebenen Schranke vergleichen.";"2026MgrundlegendAStochastik13-b";"neu"
"Laplace-Experiment: Sektorwinkel eines Glücksrads aus einer Wahrscheinlichkeitsbedingung berechnen";"Stochastik";"Zufallsexperimente und Urnenmodelle";"Die Sektorwahrscheinlichkeit eines zweifarbigen Glücksrads aus einer Bedingung an ein zweistufiges Ergebnis über eine quadratische Gleichung bestimmen und in den Mittelpunktswinkel umrechnen.";"2026MgrundlegendAStochastik21";"neu"
"Parameter einer Binomialverteilung aus Erwartungswert und Standardabweichung bestimmen";"Stochastik";"Kenngrößen von Verteilungen";"Aus μ = n · p und σ = √(n · p · (1 − p)) die Parameter n und p einer Binomialverteilung bestimmen.";"2026MgrundlegendAStochastik22";"neu"
"Transformation: Abbildung zwischen zwei Graphen angeben";"Analysis";"Funktionsklassen und Eigenschaften";"Zu zwei gegebenen Funktionstermen angeben, durch welche Spiegelung, Streckung oder Verschiebung der eine Graph aus dem anderen hervorgeht.";"2026MerhoehtAAnalysis11-a";"neu"
"Parameter aus dem senkrechten Schnitt zweier Graphen bestimmen";"Analysis";"Tangente, Normale, Schnittwinkel";"Den Parameter zweier Funktionen so bestimmen, dass sich ihre Graphen senkrecht schneiden: Schnittstelle bestimmen, Steigungen dort berechnen und die Orthogonalitätsbedingung für Steigungen anwenden.";"2026MerhoehtAAnalysis11-b";"neu"
"Integralwert: Integral mit Wert null am Graphen begründen";"Analysis";"Flächeninhalt durch Integration";"Am Graphen begründen oder veranschaulichen, dass ein bestimmtes Integral den Wert null hat, weil sich die orientierten Flächen über und unter der Achse aufheben (Symmetrie).";"2026MerhoehtAAnalysis12-a";"neu"
"Stammfunktion mit einer Wertebedingung bestimmen";"Analysis";"Stammfunktion und Hauptsatz";"Die allgemeine Stammfunktion bilden und die Integrationskonstante aus einer Wertebedingung oder einem vorgegebenen Punkt des Graphen bestimmen.";"2026MerhoehtAAnalysis12-b";"neu"
"Nullstelle einer Logarithmusfunktion berechnen";"Analysis";"Gleichungen lösen";"Eine Gleichung der Form ln(x + a) + b = 0 durch Anwenden der e-Funktion exakt lösen.";"2026MerhoehtAAnalysis13-a";"neu"
"Parameter einer Logarithmusfunktion aus Asymptote und Punkt ermitteln";"Analysis";"Rekonstruktion von Funktionsgleichungen";"Bei ln(x − a) + b den Parameter a aus der senkrechten Asymptote im abgebildeten Graphen und b aus einem Punkt des Graphen bestimmen.";"2026MerhoehtAAnalysis13-b";"neu"
"Schnittstellen zweier Graphen über den gemeinsamen Exponentialfaktor nachweisen";"Analysis";"Gleichungen lösen";"Beim Gleichsetzen zweier Terme mit demselben positiven Exponentialfaktor diesen kürzen und die verbleibende Gleichung lösen, um alle Schnittstellen nachzuweisen.";"2026MerhoehtAAnalysis14-a";"neu"
"Fläche: Fläche zwischen zwei Graphen als Integral der Differenz berechnen";"Analysis";"Flächeninhalt durch Integration";"Den Inhalt der Fläche zwischen zwei Graphen (auch Graph und waagerechte Gerade) zwischen Schnittstellen oder zwischen vorgegebenen senkrechten Grenzen als Integral der Differenz berechnen; die Stammfunktion kann vorgegeben sein.";"2026MerhoehtAAnalysis14-b";"neu"
"Symmetrie: Fehlende Punktsymmetrie aus der Wertemenge begründen";"Analysis";"Funktionsklassen und Eigenschaften";"Aus einer Wertemenge, die zu einem Wert y nicht −y enthält, begründen, dass der Graph nicht punktsymmetrisch zum Ursprung ist.";"2026MerhoehtAAnalysis21-a";"neu"
"Transformation: Wertemenge einer transformierten Funktion begründen";"Analysis";"Funktionsklassen und Eigenschaften";"Die Wertemenge von a · f(x − d) + e aus der Wertemenge von f herleiten, indem Spiegelung, Streckung und Verschiebung in y-Richtung auf die Intervallgrenzen angewendet werden.";"2026MerhoehtAAnalysis21-b";"neu"
"Scharparameter für genau eine waagerechte Tangente aus dem Graphen bestimmen";"Analysis";"Funktionsscharen und Ortskurven";"Für eine Schar f(x) + a · x den Parameter bestimmen, bei dem die Ableitung genau eine Nullstelle hat, indem die Steigung von f an der passenden Stelle am Graphen abgelesen wird.";"2026MerhoehtAAnalysis22";"neu"
"Anzahl der Nullstellen einer Integralfunktion am Graphen beurteilen";"Analysis";"Stammfunktion und Hauptsatz";"Eine Aussage über die Nullstellen einer Integralfunktion beurteilen, über die untere Grenze als Nullstelle, die Monotonie aus dem Vorzeichen des Integranden und die Flächenbilanz am abgebildeten Graphen.";"2026MerhoehtAAnalysis23";"neu"
"Übergangsprozess: Fehler in einem Übergangsdiagramm gegen die Matrix begründen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Ein Übergangsdiagramm mit der zugehörigen Übergangsmatrix vergleichen und einen Widerspruch in der Pfeilbeschriftung benennen.";"2026MerhoehtAAGLAA11-a";"neu"
"Übergangsprozess: Parameter einer Übergangsmatrix aus einer Zykluslänge bestimmen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Aus der Bedingung, dass eine Verteilung nach n Schritten wieder erreicht wird, über die Matrixpotenz M^n den unbekannten Eintrag der Übergangsmatrix bestimmen.";"2026MerhoehtAAGLAA11-b";"neu"
"Matrizenalgebra: Parameter eines Vektors aus einer Matrix-Vektor-Gleichung bestimmen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Aus einer Gleichung A · v = k · v den unbekannten Eintrag des Vektors über eine geeignete Komponente bestimmen.";"2026MerhoehtAAGLAA121-a";"neu"
"Matrizenalgebra: Gleichung mit inverser Matrix über die Eigenvektorbeziehung lösen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Eine Gleichung mit A^(−1) ohne Berechnung der Inversen lösen, indem beide Seiten mit A multipliziert und A · v = k · v sowie die Linearität genutzt werden.";"2026MerhoehtAAGLAA121-b";"neu"
"Matrizenalgebra: Matrix mit vorgegebener Eigenschaft angeben";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Zu einer in der Aufgabe definierten Eigenschaft (etwa Orthogonalität) eine passende Matrix mit vorgegebenen Einträgen angeben.";"2026MerhoehtAAGLAA122-a";"neu"
"Matrizenalgebra: Existenz von Matrizen mit vorgegebener Eigenschaft über ein Gleichungssystem beurteilen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Eine Aussage über die Existenz von Matrizen mit einer definierten Eigenschaft beurteilen, indem die Eigenschaft in ein Gleichungssystem für die Einträge übersetzt und gelöst wird.";"2026MerhoehtAAGLAA122-b";"neu"
"Punkt mit vorgegebenem Abstand zur Ebene auf der Lotgeraden bestimmen";"Analytische Geometrie";"Abstände";"Einen Punkt bestimmen, der von einer Ebene einen vorgegebenen Abstand hat: vom Ebenenpunkt oder Lotfußpunkt aus den normierten Normalenvektor abtragen; der Abstand kann als halber Abstand zum Spiegelbild gegeben sein.";"2026MerhoehtAAGLAA211-b";"neu"
"Punkt und Ebene: Parameter einer Ebenengleichung aus einem enthaltenen Punkt bestimmen";"Analytische Geometrie";"Lagebeziehungen";"Den freien Parameter einer Koordinatengleichung bestimmen, indem ein Punkt eingesetzt wird, der in der Ebene liegen soll.";"2026MerhoehtAAGLAA221-a";"neu"
"Gleichen Abstand eines Punktes zu einer Geradenschar über den Lotfußpunkt beurteilen";"Analytische Geometrie";"Abstände";"Ohne Abstandsrechnung beurteilen, ob ein Punkt zu allen Geraden einer Schar in einer Ebene denselben Abstand hat, indem der gemeinsame Punkt der Schar als Lotfußpunkt erkannt wird.";"2026MerhoehtAAGLAA221-b";"neu"
"Beziehung zweier Parameter mit einer abgebildeten Geraden abgleichen";"Analytische Geometrie";"Abstände";"Eine hergeleitete Beziehung zwischen zwei Parametern mit der Gleichung einer im Parameter-Koordinatensystem abgebildeten Geraden vergleichen.";"2026MerhoehtAAGLAA222-b";"neu"
"Symmetrieebenen eines Körpers aus den Koordinaten begründen";"Analytische Geometrie";"Spiegelung";"Für einen Körper mit Parameter die Gleichungen seiner achsenparallelen Symmetrieebenen angeben und über Vorzeichenwechsel und Mittelwerte von Koordinaten begründen.";"2026MerhoehtAAGLAA223";"neu"
"Wahrscheinlichkeit eines Sigma-Intervalls aus dem Säulendiagramm ermitteln";"Stochastik";"Kenngrößen von Verteilungen";"Erwartungswert und Standardabweichung einer Binomialverteilung berechnen, das Sigma-Intervall auf ganze Zahlen übertragen und die Wahrscheinlichkeit als Summe der abgelesenen Säulenhöhen ermitteln.";"2026MerhoehtAStochastik11-b";"neu"
"Term für die Wahrscheinlichkeit eines mehrstufigen Pfads angeben";"Stochastik";"Baumdiagramm und Pfadregeln";"Für ein in Worten beschriebenes Ereignis, das genau einem Pfad entspricht, den Term aus dem Produkt der Astwahrscheinlichkeiten angeben.";"2026MerhoehtAStochastik12-a";"neu"
"Gewinnwahrscheinlichkeiten in einem Wechselspiel vergleichen";"Stochastik";"Baumdiagramm und Pfadregeln";"Für ein Spiel, in dem zwei Personen abwechselnd ziehen und der erste Treffer gewinnt, die Gewinnwahrscheinlichkeiten über die Pfade aufstellen und ihr Verhältnis beurteilen.";"2026MerhoehtAStochastik12-b";"neu"
"Wahrscheinlichkeit eines Vergleichs zweier Zufallsgeräte über Pfade berechnen";"Stochastik";"Baumdiagramm und Pfadregeln";"Aus den Verteilungen zweier Zufallsgeräte die Wahrscheinlichkeit, dass das eine einen größeren Wert liefert als das andere, über die passenden Pfade berechnen und für mehrere Runden potenzieren.";"2026MerhoehtAStochastik21-a";"neu"
"Term und Ereignis: Fehlende Werte in einem Wahrscheinlichkeitsterm bestimmen";"Stochastik";"Zufallsexperimente und Urnenmodelle";"Einen vorgegebenen Term mit Platzhaltern so ergänzen, dass er die Wahrscheinlichkeit eines Ereignisses liefert, wobei Anzahl der Anordnungen und Einzelwahrscheinlichkeiten zu bestimmen sind.";"2026MerhoehtAStochastik21-b";"neu"
"Wahrscheinlichkeit für genau einen Treffer bei zwei Versuchen berechnen";"Stochastik";"Binomialverteilung";"Die Wahrscheinlichkeit für genau einen Treffer in zwei unabhängigen Versuchen als Summe der beiden Pfade berechnen.";"2026MerhoehtAStochastik22-a";"neu"
"Term für eine bedingte Wahrscheinlichkeit mit Parameter aufstellen";"Stochastik";"Bedingte Wahrscheinlichkeit und Bayes";"Eine bedingte Wahrscheinlichkeit als Quotient aus Pfadsummen in Abhängigkeit von einer Trefferwahrscheinlichkeit p aufstellen, ohne sie auszurechnen.";"2026MerhoehtAStochastik22-b";"neu"
"Term und Ereignis: Ereignis zu einem gegebenen Wahrscheinlichkeitsterm beschreiben";"Stochastik";"Zufallsexperimente und Urnenmodelle";"Zu einem gegebenen Term (Produkt, Summe, Potenz oder Quotient von Binomialkoeffizienten) das Ereignis und gegebenenfalls das Zufallsexperiment im Sachzusammenhang beschreiben.";"2026MerhoehtAStochastik23-a";"neu"
"Unbekannte Größe aus einer Erwartungswertbedingung bestimmen";"Stochastik";"Kenngrößen von Verteilungen";"Eine unbekannte Auszahlung, einen Wert der Zufallsgröße oder eine Anzahl (etwa Kugeln) aus einer Bedingung an den Erwartungswert bestimmen, etwa Erwartungswert gleich Einsatz.";"2026MerhoehtAStochastik23-b";"neu"
"Tangentengleichung in einem Punkt des Graphen aufstellen";"Analysis";"Tangente, Normale, Schnittwinkel";"Die Gleichung der Tangente an einen Graphen in einem gegebenen Punkt aus der Ableitung als Steigung und dem Punkt aufstellen.";"2025MgrundlegendAAnalysis11-a";"neu"
"Parallele Tangente über die Ableitung finden und skizzieren";"Analysis";"Tangente, Normale, Schnittwinkel";"Die weitere Stelle bestimmen, an der die Ableitung eine vorgegebene Steigung annimmt, und die dortige Tangente in die Abbildung einzeichnen.";"2025MgrundlegendAAnalysis11-b";"neu"
"Integralwert: Integral null über die Punktsymmetrie begründen";"Analysis";"Flächeninhalt durch Integration";"Ohne Rechnung begründen, dass ein Integral über ein zu 0 symmetrisches Intervall null ist, weil der Integrand nur ungerade Potenzen enthält und sich die orientierten Flächen aufheben.";"2025MgrundlegendAAnalysis12-b";"neu"
"Nullstellen und Werte: Punkt, Nullstelle oder Schnittstelle durch Einsetzen nachweisen";"Analysis";"Funktionsklassen und Eigenschaften";"Durch Einsetzen zeigen, dass ein Punkt (auch mit gerundeten Koordinaten) auf dem Graphen liegt, dass eine Stelle Nullstelle ist oder dass der Graph dort eine waagerechte Gerade schneidet.";"2025MgrundlegendAAnalysis13-a";"neu"
"Fläche: Fläche zwischen Graph und Koordinatenachsen berechnen";"Analysis";"Flächeninhalt durch Integration";"Den Inhalt der Fläche, die ein Graph mit beiden Koordinatenachsen einschließt, über das Integral von 0 bis zur Nullstelle berechnen und das Vorzeichen deuten.";"2025MgrundlegendAAnalysis13-b";"neu"
"Transformation: Verschobenen Graphen in die Abbildung skizzieren";"Analysis";"Funktionsklassen und Eigenschaften";"Den um einen Wert in y-Richtung verschobenen Graphen einer gegebenen Funktion in ein vorhandenes Koordinatensystem einzeichnen.";"2025MgrundlegendAAnalysis21-a";"neu"
"Fläche: Verschiebung für die Halbierung einer Fläche über ein Integral bestimmen";"Analysis";"Flächeninhalt durch Integration";"Den Verschiebungswert bestimmen, für den ein Graph eine symmetrische Figur in zwei inhaltsgleiche Teile teilt, indem die Bedingung als Integral gleich null formuliert wird.";"2025MgrundlegendAAnalysis21-b";"neu"
"Gleichung aus Differenzenquotient und Ableitung lösen";"Analysis";"Gleichungen lösen";"Eine Gleichung, die den Differenzenquotienten zu einem festen Punkt mit der Ableitung gleichsetzt, als Bruchgleichung lösen.";"2025MgrundlegendAAnalysis22-a";"neu"
"Ableitung einer quadratischen Funktion angeben";"Analysis";"Ableitungsregeln";"Den Term der ersten Ableitung einer quadratischen Funktion mit der Potenzregel angeben.";"2025MgrundlegendAAnalysis22-a";"neu"
"Gleichung als Tangentenbedingung geometrisch deuten";"Analysis";"Tangente, Normale, Schnittwinkel";"Die Gleichheit von Differenzenquotient zu einem Punkt und Ableitung als Bedingung deuten, dass die Tangente durch diesen Punkt verläuft.";"2025MgrundlegendAAnalysis22-b";"neu"
"Matrizenalgebra: Parameter einer Matrix aus einer Matrix-Vektor-Gleichung untersuchen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Untersuchen, ob die Parameter einer Matrix so gewählt werden können, dass M · v = v gilt: Produkt bilden, Gleichungssystem lösen und die überzählige Gleichung prüfen.";"2025MgrundlegendAAGLAA11";"neu"
"Lösung eines Gleichungssystems durch Einsetzen nachweisen";"Analytische Geometrie";"Lineare Gleichungssysteme";"Vorgegebene Werte in alle Gleichungen eines linearen Gleichungssystems einsetzen und die Gültigkeit zeigen.";"2025MgrundlegendAAGLAA12-a";"neu"
"Lösbarkeit eines Gleichungssystems mit Parameter beurteilen";"Analytische Geometrie";"Lineare Gleichungssysteme";"Beurteilen, für welchen Parameterwert ein lineares Gleichungssystem unendlich viele Lösungen hat, indem eine Gleichung als Kombination der anderen erkannt wird.";"2025MgrundlegendAAGLAA12-b";"neu"
"Punktprobe an einer Geraden durchführen";"Analytische Geometrie";"Geraden";"Prüfen, ob ein Punkt auf einer Geraden in Parameterform liegt, indem der Parameter aus den Koordinaten bestimmt und auf Widerspruch geprüft wird; bei einer Strecke zusätzlich, ob der Parameter zwischen null und eins liegt.";"2025MgrundlegendAAGLAA211-a";"neu"
"Punkt auf einer Geraden mit vorgegebener Koordinate angeben";"Analytische Geometrie";"Geraden";"Einen Punkt der Geraden angeben, der eine Koordinatenbedingung erfüllt, über den passenden Parameterwert.";"2025MgrundlegendAAGLAA211-a";"neu"
"Geraden und Ebenen: Orthogonalität zweier Geraden über das Skalarprodukt untersuchen";"Analytische Geometrie";"Orthogonalität";"Prüfen, ob zwei Geraden senkrecht zueinander verlaufen, indem das Skalarprodukt ihrer Richtungsvektoren gebildet wird; der Richtungsvektor einer achsenparallelen Geraden ist ein Einheitsvektor.";"2025MgrundlegendAAGLAA211-b";"neu"
"Punkt: Lage zweier Punkte zu einer Koordinatenebene begründen";"Analytische Geometrie";"Punkte und Strecken im Koordinatensystem";"Aus dem Vorzeichen einer Koordinate begründen, auf welcher Seite einer Koordinatenebene Punkte liegen.";"2025MgrundlegendAAGLAA212-a";"neu"
"Ebene Figur: Flächeninhalt eines gleichschenkligen Dreiecks über die Höhe zur Basis berechnen";"Analytische Geometrie";"Flächeninhalt und Volumen im Raum";"Die Höhe eines gleichschenkligen Dreiecks als Vektor von der Basismitte zur Spitze bestimmen und den Flächeninhalt aus Basis und Höhe berechnen.";"2025MgrundlegendAAGLAA212-b";"neu"
"Spiegelpunkt an einem Punkt bestimmen";"Analytische Geometrie";"Spiegelung";"Den Bildpunkt einer Punktspiegelung als Spiegelzentrum plus Verbindungsvektor berechnen.";"2025MgrundlegendAAGLAA213-a";"neu"
"Geraden und Ebenen: Normalenvektor einer Ebene in Parameterform über Skalarprodukte nachweisen";"Analytische Geometrie";"Orthogonalität";"Zeigen, dass ein Vektor senkrecht auf einer Ebene in Parameterform steht, indem die Skalarprodukte mit beiden Spannvektoren null ergeben.";"2025MgrundlegendAAGLAA221-a";"neu"
"Baumdiagramm zu einer zweistufigen Situation erstellen";"Stochastik";"Baumdiagramm und Pfadregeln";"Aus Sachangaben ein beschriftetes zweistufiges Baumdiagramm zeichnen, wobei fehlende Astwahrscheinlichkeiten aus Pfadwahrscheinlichkeiten und Gegenwahrscheinlichkeiten berechnet werden.";"2025MgrundlegendAStochastik11-a";"neu"
