"id";"jahr";"papier";"block";"aufgabe";"titel";"teilaufgabe";"seite";"punkte";"stern";"hilfsmittel";"afb_amtlich";"leitidee";"thema";"typ";"typ_neben";"stichwoerter";"voraussetzungen";"format";"operator";"antwort";"material";"skizze";"kontext";"textumfang";"gegeben";"gesucht";"verfahren";"schritte";"zahlenraum";"einheiten";"abhaengig_von";"ergebnis";"zwischenergebnis";"niveau_geschaetzt";"fehlerquelle";"bemerkung"
"2018-bb-ea-B3.1c";"2018";"2018-bb-ea";"B";"3.1";"Museum";"c";"9";"5";"";"ja";"";"Analytische Geometrie";"Skalarprodukt und Winkel";"Innenwinkel eines Dreiecks über das Skalarprodukt berechnen";"Höhe eines Dreiecks im Raum über den Flächeninhalt berechnen";"Innenwinkel bei E|Skalarprodukt und Beträge|Höhe auf EF|Flächeninhalt über das Kreuzprodukt|Kontrollangabe";"Betrag eines Vektors berechnen|Kosinusformel für den Winkel zwischen zwei Vektoren anwenden|Flächeninhalt eines Dreiecks im Raum bestimmen";"Rechnung";"Berechnen Sie";"Zahl";"Körper";"Schrägbild eines Körpers ohne Koordinatensystem. Oben liegt die Spitze G; von ihr führen Kanten zu den Ecken eines waagerecht liegenden, grau getönten Dreiecks DEF mit F links, E rechts und D vorn in der Mitte. Darunter liegt ein kleineres, ebenfalls grau getöntes Dreieck ABC mit C links, B rechts und A vorn. Die Seitenkanten FC, DA und EB verbinden die beiden Dreiecke zum Körper. Von C, A und B laufen gestrichelte Linien nach unten aufeinander zu und treffen sich in einem mit S bezeichneten Punkt unterhalb des Körpers. Die Abbildung trägt keine Maßangaben.";"Museumsgebäude";"lang";"Das Gebäude eines Museums wird modellhaft durch den abgebildeten Körper ABCDEFG dargestellt. Die obere Etage entspricht der Pyramide DEFG, die untere Etage dem Körper ABCDEF, der Teil der Pyramide DEFS ist. Das Dreieck ABC liegt in der x-y-Ebene, das Dreieck DEF parallel dazu. Im kartesischen Koordinatensystem gilt A(−5 | 5 | 0), B(−5 | 25 | 0), D(0 | 0 | 15), E(0 | 30 | 15), F(−25 | 5 | 15) und G(−10 | 10 | 35). Eine Längeneinheit entspricht 1 m in der Realität. Betrachtet wird das Dreieck DEF. Zur Kontrolle ist angegeben: die Höhe auf der Seite EF beträgt etwa 21,21 m.";"Größe des Innenwinkels des Dreiecks DEF bei E|Länge der Höhe auf der Seite EF";"Für den Winkel bei E die Vektoren ED und EF bilden und den Kosinus als Quotient aus Skalarprodukt und Produkt der Beträge berechnen. Für die Höhe den Flächeninhalt des Dreiecks bestimmen, etwa als halber Betrag des Kreuzprodukts von DE und DF, und dann die Höhe als doppelten Flächeninhalt geteilt durch die Länge von EF.";"6";"dezimal|ganz|negativ|Wurzel";"m";"";"Der Innenwinkel bei E beträgt genau 45°. Die Höhe auf EF ist 15 · √2 ≈ 21,21 m, in Übereinstimmung mit der Kontrollangabe des Hefts.";"ED = (0 | −30 | 0)|EF = (−25 | −25 | 0)|cos = 1/√2|Flächeninhalt DEF = 375 m²|Länge EF = 25 · √2 ≈ 35,36 m";"II";"die Höhe mit einer Seitenlänge verwechseln und 25 · √2 statt 15 · √2 angeben";"Die Kontrollangabe des Hefts ist durch eigene Rechnung bestätigt: 15 · √2 = 21,2132. Eigene Rechnung, mit sympy bestätigt."
"2018-bb-ea-B3.1d";"2018";"2018-bb-ea";"B";"3.1";"Museum";"d";"9";"4";"";"ja";"";"Analytische Geometrie";"Flächeninhalt und Volumen im Raum";"Pyramidenvolumen aus Grundfläche und Höhe berechnen";"Bedarfsgröße aus einem Volumen im Sachzusammenhang nachweisen";"Pyramide DEFG|Grundfläche DEF|Höhe 20 Meter|Rauminhalt 2500 Kubikmeter|elektrische Leistung";"Volumenformel der Pyramide anwenden|Höhe als Abstand zweier paralleler Ebenen ablesen|Dreisatz mit einer Leistungsangabe rechnen";"Rechnung|Begründung";"Weisen Sie nach";"Zahl|Text";"Körper";"Schrägbild eines Körpers ohne Koordinatensystem. Oben liegt die Spitze G; von ihr führen Kanten zu den Ecken eines waagerecht liegenden, grau getönten Dreiecks DEF mit F links, E rechts und D vorn in der Mitte. Darunter liegt ein kleineres, ebenfalls grau getöntes Dreieck ABC mit C links, B rechts und A vorn. Die Seitenkanten FC, DA und EB verbinden die beiden Dreiecke zum Körper. Von C, A und B laufen gestrichelte Linien nach unten aufeinander zu und treffen sich in einem mit S bezeichneten Punkt unterhalb des Körpers. Die Abbildung trägt keine Maßangaben.";"Museumsgebäude";"lang";"Das Gebäude eines Museums wird modellhaft durch den abgebildeten Körper ABCDEFG dargestellt. Die obere Etage entspricht der Pyramide DEFG, die untere Etage dem Körper ABCDEF, der Teil der Pyramide DEFS ist. Das Dreieck ABC liegt in der x-y-Ebene, das Dreieck DEF parallel dazu. Im kartesischen Koordinatensystem gilt A(−5 | 5 | 0), B(−5 | 25 | 0), D(0 | 0 | 15), E(0 | 30 | 15), F(−25 | 5 | 15) und G(−10 | 10 | 35). Eine Längeneinheit entspricht 1 m in der Realität. Für die obere Etage, also die Pyramide DEFG, wird eine Anlage zur Entfeuchtung der Luft installiert, die für 100 m³ Rauminhalt eine elektrische Leistung von 0,8 Kilowatt benötigt.";"Nachweis, dass für den Betrieb der Anlage eine Leistung von 25 Kilowatt ausreicht";"Die Grundfläche DEF beträgt 375 m². Die Höhe der Pyramide ist der Abstand von G zur Ebene des Dreiecks DEF; beide Dreiecke liegen waagerecht, also ist die Höhe die Differenz der z-Werte 35 und 15, also 20 m. Aus V = (1/3) · Grundfläche · Höhe folgt der Rauminhalt, daraus über den Dreisatz die benötigte Leistung, die mit 25 Kilowatt zu vergleichen ist.";"4";"dezimal|ganz";"m|m³|kW";"2018-bb-ea-B3.1c";"V = (1/3) · 375 m² · 20 m = 2500 m³; benötigt werden 25 · 0,8 kW = 20 kW. Da 20 kW kleiner als 25 kW ist, reicht die Leistung aus.";"Grundfläche DEF = 375 m²|Höhe der Pyramide 20 m|V = 2500 m³|Bedarf 20 kW";"II";"das Volumen des gesamten Körpers statt der oberen Etage berechnen oder den Faktor ein Drittel der Pyramidenformel vergessen";"Die Grundfläche 375 m² fällt bereits in Teilaufgabe c an; die Abhängigkeit ist eingetragen. Eigene Rechnung, mit sympy bestätigt."
"2018-bb-ea-B3.1e";"2018";"2018-bb-ea";"B";"3.1";"Museum";"e";"9";"3";"";"ja";"";"Analytische Geometrie";"Schnittmengen";"Durchstoßpunkt einer Geraden durch eine Ebene bestimmen";"";"Gerade durch A und G|Ebene des Dreiecks DEF|waagerechte Ebene z gleich 15|Parameter bestimmen|Punkt R";"Gerade durch zwei Punkte in Parameterform aufstellen|erkennen, dass die Ebene des Dreiecks DEF die Gleichung z = 15 hat|Parameter aus einer Koordinatengleichung bestimmen";"Rechnung|Begründung";"Weisen Sie nach";"Zahl|Text";"Körper";"Schrägbild eines Körpers ohne Koordinatensystem. Oben liegt die Spitze G; von ihr führen Kanten zu den Ecken eines waagerecht liegenden, grau getönten Dreiecks DEF mit F links, E rechts und D vorn in der Mitte. Darunter liegt ein kleineres, ebenfalls grau getöntes Dreieck ABC mit C links, B rechts und A vorn. Die Seitenkanten FC, DA und EB verbinden die beiden Dreiecke zum Körper. Von C, A und B laufen gestrichelte Linien nach unten aufeinander zu und treffen sich in einem mit S bezeichneten Punkt unterhalb des Körpers. Die Abbildung trägt keine Maßangaben.";"Museumsgebäude";"lang";"Das Gebäude eines Museums wird modellhaft durch den abgebildeten Körper ABCDEFG dargestellt. Die obere Etage entspricht der Pyramide DEFG, die untere Etage dem Körper ABCDEF, der Teil der Pyramide DEFS ist. Das Dreieck ABC liegt in der x-y-Ebene, das Dreieck DEF parallel dazu. Im kartesischen Koordinatensystem gilt A(−5 | 5 | 0), B(−5 | 25 | 0), D(0 | 0 | 15), E(0 | 30 | 15), F(−25 | 5 | 15) und G(−10 | 10 | 35). Eine Längeneinheit entspricht 1 m in der Realität. Behauptet wird, dass sich die Gerade durch A und G und die Ebene, in der das Dreieck DEF liegt, im Punkt R(−50/7 | 50/7 | 15) schneiden.";"Nachweis dieses Schnittpunkts";"Die Gerade durch A und G aufstellen: Stützvektor A, Richtungsvektor G − A = (−5 | 5 | 35). Da D, E und F alle den z-Wert 15 haben, ist ihre Ebene z = 15. Die z-Koordinate der Geraden gleich 15 setzen, den Parameter bestimmen und einsetzen.";"4";"Bruch|ganz|negativ";"m";"";"Aus 35t = 15 folgt t = 3/7; Einsetzen liefert R(−50/7 | 50/7 | 15), also rund (−7,14 | 7,14 | 15). Damit ist der behauptete Schnittpunkt bestätigt.";"Richtungsvektor AG = (−5 | 5 | 35)|Ebenengleichung z = 15|t = 3/7";"II";"die Ebene des Dreiecks DEF aufwendig aus drei Punkten bestimmen, statt am gemeinsamen z-Wert 15 abzulesen";"Hier ist die Ebene keine Koordinatenebene, sondern parallel dazu; der Lösungsweg ist derselbe, deshalb ein Typ mit A1.2b. Eine Ebene in Parameterform verlangt ein Gleichungssystem und wäre ein eigener Typ. Eigene Rechnung, mit sympy bestätigt."
"2018-bb-ea-B3.1f";"2018";"2018-bb-ea";"B";"3.1";"Museum";"f";"9";"6";"";"ja";"";"Analytische Geometrie";"Abstände";"Punkt auf einer Strecke mit vorgegebenem Abstand zu einer Ebene bestimmen";"";"Scheinwerfer auf der Strecke RG|Abstand 5 Meter zur Ebene|Hessesche Normalform|Parameter der Strecke|Wand EFG";"Strecke als Gerade mit Parameterbereich schreiben|Abstand Punkt Ebene über die Hessesche Normalform berechnen|Betragsgleichung lösen";"Rechnung";"Berechnen Sie";"Zahl";"Körper";"Schrägbild eines Körpers ohne Koordinatensystem. Oben liegt die Spitze G; von ihr führen Kanten zu den Ecken eines waagerecht liegenden, grau getönten Dreiecks DEF mit F links, E rechts und D vorn in der Mitte. Darunter liegt ein kleineres, ebenfalls grau getöntes Dreieck ABC mit C links, B rechts und A vorn. Die Seitenkanten FC, DA und EB verbinden die beiden Dreiecke zum Körper. Von C, A und B laufen gestrichelte Linien nach unten aufeinander zu und treffen sich in einem mit S bezeichneten Punkt unterhalb des Körpers. Die Abbildung trägt keine Maßangaben.";"Museumsgebäude";"lang";"Das Gebäude eines Museums wird modellhaft durch den abgebildeten Körper ABCDEFG dargestellt. Die obere Etage entspricht der Pyramide DEFG, die untere Etage dem Körper ABCDEF, der Teil der Pyramide DEFS ist. Das Dreieck ABC liegt in der x-y-Ebene, das Dreieck DEF parallel dazu. Im kartesischen Koordinatensystem gilt A(−5 | 5 | 0), B(−5 | 25 | 0), D(0 | 0 | 15), E(0 | 30 | 15), F(−25 | 5 | 15) und G(−10 | 10 | 35). Eine Längeneinheit entspricht 1 m in der Realität. An einer Metallstange, die durch die Strecke RG mit R(−50/7 | 50/7 | 15) dargestellt wird, lässt sich ein punktförmig gedachter Scheinwerfer verschieben. Er soll aus einer Entfernung von 5 m die Wand beleuchten, die im Modell durch das Dreieck EFG dargestellt wird. Dieses Dreieck liegt in der Ebene mit der Gleichung 2x − 2y − z = −75.";"Koordinaten des Punktes, der die Position des Scheinwerfers im Modell beschreibt";"Die Strecke RG als Gerade mit einem Parameter zwischen 0 und 1 schreiben. Den Abstand eines Strecken-Punktes zur Ebene über die Hessesche Normalform ansetzen: der Normalenvektor (2 | −2 | −1) hat die Länge 3, also ist der Abstand der Betrag von (2x − 2y − z + 75) geteilt durch 3. Diesen Abstand gleich 5 setzen und nach dem Parameter auflösen; G selbst liegt in der Ebene, der Abstand nimmt entlang der Strecke von rund 10,48 m auf 0 ab.";"5";"Bruch|dezimal|ganz|negativ";"m";"2018-bb-ea-B3.1e";"Der Parameter ist 23/44; der Scheinwerfer sitzt im Punkt (−95/11 | 95/11 | 280/11), also rund (−8,64 | 8,64 | 25,45).";"Richtungsvektor RG = (−20/7 | 20/7 | 20)|Betrag des Normalenvektors 3|Abstand bei R rund 10,48 m|Parameter 23/44";"III";"den Abstand ohne Normierung des Normalenvektors ansetzen, also nicht durch 3 teilen";"Die zweite Lösung der Betragsgleichung liegt außerhalb der Strecke und entfällt. Eigene Rechnung, mit sympy bestätigt."
"2018-bb-ea-B3.2a";"2018";"2018-bb-ea";"B";"3.2";"Quadrat";"a";"10";"2";"";"ja";"";"Analytische Geometrie";"Ebenen";"Parametergleichung einer Ebene aus Punkten angeben";"";"Parametergleichung|Stützvektor|zwei Spannvektoren|Eckpunkte eines Quadrates";"Verbindungsvektoren aus Punktkoordinaten bilden|Aufbau einer Parameterform kennen";"Kurzantwort";"Geben Sie an";"Term";"keins";"keine";"ohne";"mittel";"Die Punkte A(−2 | 2 | −1), B(1 | 2 | 2), C(2 | −2 | 1) und D(−1 | −2 | −2) sind in dieser Reihenfolge Eckpunkte eines Quadrates, das in der Ebene E liegt. ";"eine Parametergleichung der Ebene E";"Einen der vier Punkte als Stützvektor nehmen und zwei nicht parallele Verbindungsvektoren als Spannvektoren, hier AB und AD.";"2";"ganz|negativ";"";"";"E: x = (−2 | 2 | −1) + r · (3 | 0 | 3) + s · (1 | −4 | −1) mit r und s aus IR; andere Stütz- und Spannvektoren sind gleichwertig.";"AB = (3 | 0 | 3)|AD = (1 | −4 | −1)";"I";"zwei parallele Vektoren als Spannvektoren wählen, etwa AB und DC";"Eigene Rechnung, mit sympy bestätigt."
"2018-bb-ea-B3.2b";"2018";"2018-bb-ea";"B";"3.2";"Quadrat";"b";"10";"6";"";"ja";"";"Analytische Geometrie";"Scharen von Geraden und Ebenen";"Parameter einer Geradenschar aus einem vorgegebenen Durchstoßpunkt bestimmen";"Mittelpunkt eines Quadrates als Diagonalenmittelpunkt bestimmen|Schnittwinkel zweier Geraden über das Skalarprodukt berechnen";"Laserstrahl|Punkteschar|Mittelpunkt des Quadrates|Parameter a|Winkel zur Diagonale AC";"Mittelpunkt einer Strecke als halbe Summe der Ortsvektoren berechnen|Gerade in Parameterform mit einem Punkt gleichsetzen|Winkel zwischen zwei Geraden über den Betrag des Skalarprodukts bestimmen";"Rechnung";"Ermitteln Sie|Bestimmen Sie";"Zahl";"keins";"keine";"Laserstrahl";"lang";"Die Punkte A(−2 | 2 | −1), B(1 | 2 | 2), C(2 | −2 | 1) und D(−1 | −2 | −2) sind in dieser Reihenfolge Eckpunkte eines Quadrates, das in der Ebene E liegt. Ein vom Punkt R_a(−6 | 2a − 4 | 6) in Richtung des Vektors v = (1 | 3 | −1) verlaufender geradliniger Laserstrahl trifft genau im Mittelpunkt M des Quadrates ABCD auf die Ebene E.";"Wert von a|Größe des Winkels zwischen dem Laserstrahl und der Diagonale AC";"M als Mittelpunkt der Diagonale AC berechnen; hier ergibt sich der Ursprung. Dann R_a plus Parameter mal v gleich M setzen: aus der ersten und dritten Koordinate folgt der Parameter 6, aus der zweiten dann a. Für den Winkel den Richtungsvektor v und den Diagonalenvektor AC nehmen und den Kosinus als Betrag des Skalarprodukts geteilt durch das Produkt der Beträge bilden.";"6";"dezimal|ganz|negativ|Wurzel";"";"";"M(0 | 0 | 0) und a = −7. Der Winkel zwischen Laserstrahl und Diagonale AC beträgt rund 59,8°.";"M = (0 | 0 | 0)|Parameter 6|AC = (4 | −4 | 2)|cos = 5 · √11 / 33 ≈ 0,5025";"II";"den Winkel ohne Betrag des Skalarprodukts berechnen und den stumpfen Nebenwinkel angeben";"Dass der Mittelpunkt des Quadrates der Koordinatenursprung ist, vereinfacht die Rechnung erheblich; das ist eine Besonderheit der Zahlenwahl, nicht des Typs. Eigene Rechnung, mit sympy bestätigt."
"2018-bb-ea-B3.2c";"2018";"2018-bb-ea";"B";"3.2";"Quadrat";"c";"10";"2";"";"ja";"";"Analytische Geometrie";"Linearkombination und lineare Abhängigkeit";"Lage eines durch eine Linearkombination gegebenen Punktes beschreiben";"";"Linearkombination|auf Länge gebrachter Vektor|Seitenlänge drei mal Wurzel zwei|Punkt auf der Seite DC|Abstand 3 von D";"Betrag eines Vektors berechnen|einen Vektor auf eine vorgegebene Länge bringen|Summe von Vektoren geometrisch deuten";"Begründung";"Beschreiben Sie";"Text";"keins";"keine";"ohne";"mittel";"Die Punkte A(−2 | 2 | −1), B(1 | 2 | 2), C(2 | −2 | 1) und D(−1 | −2 | −2) sind in dieser Reihenfolge Eckpunkte eines Quadrates, das in der Ebene E liegt. Der Ortsvektor eines Punktes P wird durch OP = OA + (3 geteilt durch den Betrag von AB) · AB + AD dargestellt.";"Beschreibung der Lagebeziehung des Punktes P zum Quadrat ABCD";"Der Faktor 3 geteilt durch den Betrag von AB macht aus AB einen Vektor der Länge 3 in Richtung AB. Von A aus führt AD zum Eckpunkt D; der Rest ist ein Stück der Länge 3 in Richtung AB, also parallel zur Seite DC. Die Seitenlänge des Quadrates ist 3 · √2 ≈ 4,24, also liegt P noch innerhalb der Seite.";"3";"dezimal|ganz|negativ|Wurzel";"";"";"P liegt auf der Quadratseite DC, und zwar im Abstand 3 von D; bis C bleiben rund 1,24. In Koordinaten ist P rund (1,12 | −2 | 0,12).";"Betrag von AB = 3 · √2 ≈ 4,24|Faktor 3 / (3 · √2) = 1 / √2|A plus AD = D";"III";"den Faktor als Streckung mit 3 lesen und P weit außerhalb des Quadrates verorten";"Eigene Rechnung, mit sympy bestätigt."
"2018-bb-ea-B4.1a";"2018";"2018-bb-ea";"B";"4.1";"Medinet";"a";"11";"3";"";"ja";"";"Stochastik";"Baumdiagramm und Pfadregeln";"Baumdiagramm zu einer zweistufigen Situation erstellen";"";"zweistufiges Baumdiagramm|bedingte Wahrscheinlichkeit als zweite Stufe|Gegenwahrscheinlichkeit|nur im Internet verfügbar";"Gegenwahrscheinlichkeit bilden|einen Prozentsatz als bedingte Wahrscheinlichkeit lesen|Pfadregel anwenden";"Zeichnen";"Stellen Sie dar";"Grafik";"keins";"Im Heft ist keine Abbildung vorgegeben; das Baumdiagramm ist Teil der Lösung. Erwartet wird ein zweistufiger Baum: erste Stufe mit den Ästen Internetnutzung ja (0,73) und nein (0,27); an den Ast ja schließt die zweite Stufe mit Medinet ja (0,55) und Medinet nein (0,45) an; an den Ast nein schließt Medinet ja (0) und Medinet nein (1) an, weil der Ratgeber nur im Internet verfügbar ist. Die Pfadenden können mit den Pfadwahrscheinlichkeiten 0,4015, 0,3285, 0 und 0,27 beschriftet werden.";"Internetnutzung bei medizinischen Fragen";"mittel";"Eine Umfrage ergab, dass zu medizinischen Fragen 73 % der Bevölkerung das Internet nutzen. 55 % der Internetnutzer nutzen Medinet, einen Ratgeber bei medizinischen Fragen, der nur im Internet verfügbar ist. ";"Darstellung des Sachverhalts in einem soweit wie möglich beschrifteten Baumdiagramm";"Die erste Stufe trägt die Internetnutzung mit 0,73 und der Gegenwahrscheinlichkeit 0,27. Die 55 % sind ein Anteil innerhalb der Internetnutzer, also eine bedingte Wahrscheinlichkeit, und gehören an die zweite Stufe unter den Ast Internetnutzung. Da Medinet nur im Internet verfügbar ist, trägt der andere Zweig die Werte 0 und 1. Die Pfadwahrscheinlichkeiten entstehen durch Multiplikation entlang der Pfade.";"3";"dezimal|Prozent";"";"";"Zweistufiger Baum mit erster Stufe 0,73 und 0,27, zweiter Stufe 0,55 und 0,45 unter dem Ast Internet sowie 0 und 1 unter dem Ast kein Internet. Der Pfad Internet und Medinet hat die Wahrscheinlichkeit 0,73 · 0,55 = 0,4015.";"P(Internet und Medinet) = 0,4015|P(Internet und nicht Medinet) = 0,3285";"II";"die 55 % als unbedingte Wahrscheinlichkeit an die erste Stufe setzen oder den Zweig ohne Internetnutzung unbeschriftet lassen";"Zweiter Fall im Katalog, in dem skizze ausnahmsweise die vom Prüfling zu erstellende Darstellung beschreibt und nicht vorhandenes Material. Eigene Rechnung, mit sympy bestätigt."
"2018-bb-ea-B4.1b";"2018";"2018-bb-ea";"B";"4.1";"Medinet";"b";"11";"2";"";"ja";"";"Stochastik";"Binomialverteilung";"Wahrscheinlichkeit einer Binomialverteilung für genau k Treffer berechnen";"";"Binomialverteilung|zwölf Personen|genau zehn Treffer|Trefferwahrscheinlichkeit 0,73|Binomialkoeffizient";"Bernoulli-Kette erkennen|Binomialkoeffizient berechnen|Formel der Binomialverteilung anwenden";"Rechnung";"Berechnen Sie";"Zahl";"keins";"keine";"Internetnutzung bei medizinischen Fragen";"mittel";"Eine Umfrage ergab, dass zu medizinischen Fragen 73 % der Bevölkerung das Internet nutzen. 55 % der Internetnutzer nutzen Medinet, einen Ratgeber bei medizinischen Fragen, der nur im Internet verfügbar ist. Zwölf Personen werden zufällig ausgewählt.";"Wahrscheinlichkeit dafür, dass sich unter den zwölf Personen genau zehn befinden, die das Internet nutzen";"Die Auswahl als Bernoulli-Kette der Länge 12 mit der Trefferwahrscheinlichkeit 0,73 auffassen und die Binomialformel für zehn Treffer anwenden.";"2";"dezimal|ganz|Potenz|Prozent";"";"";"P ≈ 0,2068, also rund 20,7 %";"Binomialkoeffizient 12 über 10 = 66";"II";"den Binomialkoeffizienten weglassen und nur das Produkt der Einzelwahrscheinlichkeiten angeben";"Eigene Rechnung, mit sympy bestätigt."
"2018-bb-ea-B4.1c";"2018";"2018-bb-ea";"B";"4.1";"Medinet";"c";"11";"2";"";"ja";"";"Stochastik";"Binomialverteilung";"Ereignis zu einem gegebenen Wahrscheinlichkeitsterm beschreiben";"";"Term deuten|Gegenereignis|höchstens zehn Treffer|zwölf Personen|Binomialverteilung";"Aufbau der Binomialformel lesen|Gegenereignis erkennen|Summanden als Einzelwahrscheinlichkeiten deuten";"Kurzantwort";"Beschreiben Sie";"Text";"keins";"keine";"Internetnutzung bei medizinischen Fragen";"lang";"Eine Umfrage ergab, dass zu medizinischen Fragen 73 % der Bevölkerung das Internet nutzen. 55 % der Internetnutzer nutzen Medinet, einen Ratgeber bei medizinischen Fragen, der nur im Internet verfügbar ist. Wieder werden zwölf Personen zufällig ausgewählt. Für ein Ereignis B ist der Term angegeben: P(B) = 1 − (12 über 12) · 0,73^12 · (1 − 0,73)^0 − (12 über 11) · 0,73^11 · (1 − 0,73)^1.";"Beschreibung des Ereignisses B, dessen Wahrscheinlichkeit sich mit diesem Term berechnen lässt";"Die beiden abgezogenen Summanden als die Wahrscheinlichkeiten für genau zwölf und genau elf Internetnutzer erkennen. Wird beides von 1 abgezogen, bleibt die Wahrscheinlichkeit für alle übrigen Trefferzahlen, also für höchstens zehn.";"2";"dezimal|ganz|Potenz";"";"";"B ist das Ereignis, dass von den zwölf ausgewählten Personen höchstens zehn das Internet nutzen; gleichwertig, dass mindestens zwei es nicht nutzen. Der Wert ist rund 0,8755.";"P(genau zwölf) ≈ 0,0230|P(genau elf) ≈ 0,1015";"III";"das Gegenereignis nur teilweise bilden und B als genau zehn Nutzer oder als mindestens zehn Nutzer beschreiben";"Reine Deutungsaufgabe ohne eigene Rechnung. Der Term steht im Heft als Bild und ist nur über die Seitenansicht sicher lesbar. Eigene Rechnung, mit sympy bestätigt."
"2018-bb-ea-B4.1d";"2018";"2018-bb-ea";"B";"4.1";"Medinet";"d";"11";"3";"";"ja";"";"Stochastik";"Hypergeometrische Verteilung";"Wahrscheinlichkeit beim Ziehen ohne Zurücklegen über das Gegenereignis berechnen";"";"Ziehen ohne Zurücklegen|zwölf Personen davon sieben|drei Aufrufe|höchstens zwei|Gegenereignis";"hypergeometrische Situation von der Binomialverteilung unterscheiden|Binomialkoeffizienten berechnen|Gegenereignis bilden";"Rechnung";"Berechnen Sie";"Zahl";"keins";"keine";"Internetnutzung bei medizinischen Fragen";"lang";"Eine Umfrage ergab, dass zu medizinischen Fragen 73 % der Bevölkerung das Internet nutzen. 55 % der Internetnutzer nutzen Medinet, einen Ratgeber bei medizinischen Fragen, der nur im Internet verfügbar ist. In einer Arztpraxis sitzen 12 Personen, die das Internet zu medizinischen Fragen nutzen. Von diesen recherchieren 7 bei Medinet. 3 Personen werden aufgerufen.";"Wahrscheinlichkeit dafür, dass unter den aufgerufenen Personen höchstens zwei sind, die bei Medinet recherchieren";"Aus einer festen Gruppe wird ohne Zurücklegen gezogen, die Verteilung ist also hypergeometrisch. Statt drei Fälle zu addieren, das Gegenereignis nehmen: alle drei Aufgerufenen recherchieren bei Medinet, mit der Wahrscheinlichkeit (7 über 3) geteilt durch (12 über 3).";"3";"Bruch|dezimal|ganz";"";"";"P = 1 − 35/220 = 37/44 ≈ 0,8409, also rund 84,1 %";"(7 über 3) = 35|(12 über 3) = 220|P(genau drei) = 7/44";"II";"binomial mit der festen Wahrscheinlichkeit 7/12 rechnen und das Ziehen ohne Zurücklegen übersehen";"Eigene Rechnung, mit sympy bestätigt."
"2018-bb-ea-B4.2a";"2018";"2018-bb-ea";"B";"4.2";"Brillenträger";"a";"12";"5";"";"ja";"";"Stochastik";"Vierfeldertafel";"Vierfeldertafel aus Anteilen aufstellen";"Bedingte Wahrscheinlichkeit aus der Vierfeldertafel berechnen";"Vierfeldertafel|Randwahrscheinlichkeiten|gemeinsame Wahrscheinlichkeit|bedingte Wahrscheinlichkeit|Mann mit Brille";"Prozentangaben als Wahrscheinlichkeiten lesen|einen Anteil innerhalb einer Teilgruppe als bedingte Wahrscheinlichkeit erkennen|Quotientenformel der bedingten Wahrscheinlichkeit anwenden";"Tabelle|Rechnung";"Stellen Sie dar|Berechnen Sie";"Tabelle|Zahl";"keins";"keine";"Brillenträger in einer Gemeinde";"mittel";"In einer großen Gemeinde tragen 62,5 % der Bevölkerung eine Brille. Bei den Frauen beträgt der Anteil 64,8 %. Bekannt ist außerdem, dass 52,1 % der Bevölkerung Frauen sind. Eine aus der Bevölkerung zufällig ausgewählte Person ist ein Mann.";"Darstellung des Sachverhalts in einer Vierfeldertafel|Wahrscheinlichkeit dafür, dass dieser Mann eine Brille trägt";"Die Randwerte 0,625 für Brille und 0,521 für Frauen eintragen. Die 64,8 % sind ein Anteil innerhalb der Frauen, also eine bedingte Wahrscheinlichkeit; daraus folgt das Feld Frau und Brille als 0,521 · 0,648. Die übrigen Felder über die Randsummen ergänzen. Die gesuchte Wahrscheinlichkeit ist das Feld Mann und Brille geteilt durch den Randwert der Männer.";"5";"dezimal|Prozent";"";"";"Tafel: Frau mit Brille 0,3376, Frau ohne Brille 0,1834, Mann mit Brille 0,2874, Mann ohne Brille 0,1916; Randwerte 0,521 Frauen, 0,479 Männer, 0,625 Brille, 0,375 keine Brille. Die Wahrscheinlichkeit, dass der Mann eine Brille trägt, beträgt rund 0,600, also 60 %.";"P(Frau und Brille) = 0,521 · 0,648 = 0,337608|P(Mann und Brille) = 0,625 − 0,337608 = 0,287392|P(Mann) = 0,479";"II";"die 64,8 % unmittelbar als Feld der Tafel eintragen, also ohne Multiplikation mit 0,521";"Der Wert 0,59998 liegt so nah an 0,6, dass die Zahlen des Hefts offenbar darauf hin gewählt wurden. Eigene Rechnung, mit sympy bestätigt."
