"id";"jahr";"papier";"block";"aufgabe";"titel";"teilaufgabe";"seite";"punkte";"stern";"hilfsmittel";"afb_amtlich";"leitidee";"thema";"typ";"typ_neben";"stichwoerter";"voraussetzungen";"format";"operator";"antwort";"material";"skizze";"kontext";"textumfang";"gegeben";"gesucht";"verfahren";"schritte";"zahlenraum";"einheiten";"abhaengig_von";"ergebnis";"zwischenergebnis";"niveau_geschaetzt";"fehlerquelle";"bemerkung"
"2021MgrundlegendAAGLAA211-b";"2021";"2021-iqb-ga";"A";"1.1";"AG/LA (A2)";"b";"1";"2";"";"nein";"II";"Analytische Geometrie";"Lineare Gleichungssysteme";"Koeffizienten für ein unlösbares Gleichungssystem angeben und begründen";"";"II*: a · x − 3y = b|parallel zu I: a = 3|b so, dass Widerspruch: b = −3|3 · I + II* liefert 0 = −12";"unlösbar heißt parallele Geraden|Koeffizientenvielfaches mit anderer rechter Seite";"Kurzantwort|Begründung";"Geben Sie an|Begründen Sie";"Zahl|Text";"keins";"keine";"ohne";"mittel";"I −x + y = −3; II* a · x − 3y = b mit reellen a, b";"Werte von a und b, für die I und II* keine Lösung haben, mit Begründung";"II* als Vielfaches der linken Seite von I mit unpassender rechter Seite wählen";"2";"ganz|negativ";"";"2021MgrundlegendAAGLAA211-a";"a = 3, b = −3; Begründung: 3 · I + II* liefert 0 = −12 (amtlich)";"jedes b ≠ −9 mit a = 3 ist möglich";"II";"a = −3 wählen (dann eindeutig lösbar)";"Standardbezug: K1 II, K2 II, K4 II. Amtlich, eigene Rechnung bestätigt."
"2021MgrundlegendAStochastik11-a";"2021";"2021-iqb-ga";"A";"1.1";"Stochastik";"a";"1";"2";"";"nein";"I";"Stochastik";"Baumdiagramm und Pfadregeln";"Pfadwahrscheinlichkeit zweier Stufen aus dem Sachtext berechnen";"";"P(kein Heuschnupfen) = 0,85|P(positiv | kein Heuschnupfen) = 0,02|0,85 · 0,02 = 0,017";"Gegenwahrscheinlichkeit|Pfadregel";"Rechnung";"Berechnen Sie";"Zahl";"keins";"keine";"Allergietest";"mittel";"P(Heuschnupfen) = 15 %; Test positiv bei Heuschnupfen mit 90 %; Test positiv ohne Heuschnupfen mit 2 %";"Wahrscheinlichkeit, dass eine Person keinen Heuschnupfen hat und der Test positiv ist";"Produkt der Pfadwahrscheinlichkeiten";"1";"dezimal|Prozent";"";"";"0,85 · 0,02 = 0,017 (amtlich)";"";"I";"0,15 · 0,02 rechnen";"Standardbezug: K3 I, K5 I, K6 I. Amtlich, eigene Rechnung bestätigt. Typ aus 2024-ga-A wiederverwendet."
"2021MgrundlegendAStochastik11-b";"2021";"2021-iqb-ga";"A";"1.1";"Stochastik";"b";"1";"3";"";"nein";"II";"Stochastik";"Bedingte Wahrscheinlichkeit und Bayes";"Bayes-Term im Sachzusammenhang deuten";"";"Zähler 0,15 · 0,9 = P(Heuschnupfen und positiv)|Nenner 0,15 · 0,9 + 0,85 · 0,02 = P(positiv)|Quotient P(Heuschnupfen | positiv)";"Pfade im Zähler und Nenner erkennen|bedingte Wahrscheinlichkeit als Quotient";"Kurzantwort";"Deuten Sie";"Text";"keins";"keine";"Allergietest";"kurz";"Term 0,15 · 0,9 / (0,15 · 0,9 + 0,85 · 0,02)";"Deutung des Terms im Sachzusammenhang";"Zähler und Nenner als Pfade lesen";"1";"dezimal";"";"";"der Term gibt die Wahrscheinlichkeit dafür an, dass eine zufällig ausgewählte Person, bei der der Test positiv ist, tatsächlich Heuschnupfen hat (amtlich)";"Wert ≈ 0,888";"II";"Bedingung umkehren (Test positiv, wenn Heuschnupfen)";"Standardbezug: K1 II, K3 II, K4 II, K6 II. Amtlich, eigene Rechnung bestätigt. Eine Deutung (Term als bedingte Wahrscheinlichkeit), nach dem Prinzip II."
"2021MgrundlegendAStochastik12-a";"2021";"2021-iqb-ga";"A";"1.2";"Stochastik";"a";"1";"2";"";"nein";"I";"Stochastik";"Baumdiagramm und Pfadregeln";"Pfadwahrscheinlichkeit für lauter gleiche Ergebnisse als Potenz berechnen";"";"ein Würfel keine 6: 5/6|beide: 5/6 · 5/6 = 25/36";"Gegenwahrscheinlichkeit|Unabhängigkeit der Würfel";"Begründung";"Begründen Sie";"Text";"keins";"keine";"Würfel";"kurz";"zwei Würfel mit 1 bis 6, einmal gemeinsam geworfen";"Begründung, dass P(keine 6) = 25/36";"Produkt der Einzelwahrscheinlichkeiten";"1";"Bruch";"";"";"die Wahrscheinlichkeit dafür, dass einer der beiden Würfel keine 6 zeigt, ist 5/6; damit ergibt sich für beide Würfel 5/6 · 5/6 = 25/36 (amtlich)";"";"I";"1 − 2/6 = 4/6 rechnen";"Standardbezug: K1 I, K3 I, K5 I, K6 I. Amtlich, eigene Rechnung bestätigt. Typ aus 2026-ga-A wiederverwendet (zusammengezogener Typ)."
"2021MgrundlegendAStochastik12-b";"2021";"2021-iqb-ga";"A";"1.2";"Stochastik";"b";"1";"3";"";"nein";"I|II";"Stochastik";"Binomialverteilung";"Unpassende Säulendiagramme zu einer Binomialverteilung begründet ausschließen";"";"X ~ B(36; 25/36), E(X) = 25|Abb. 1: höchste Säule bei 20 statt 25|Abb. 2: Summe der Säulen größer als 1|Abb. 3: Säule bei 37 > 0, aber n = 36";"Erwartungswert n · p|Summe der Wahrscheinlichkeiten 1|Wertebereich 0 bis n";"Begründung";"Begründen Sie";"Text";"Diagramm";"drei Säulendiagramme über k = 0 bis 40: Abb. 1 Maximum etwa 0,13 bei 20, Werte etwa 12 bis 28; Abb. 2 Maximum etwa 0,29 bei 25, y-Achse bis 0,35, Werte etwa 17 bis 32; Abb. 3 Maximum etwa 0,08 bei 25, y-Achse bis 0,1, Werte etwa 12 bis 38";"Würfel";"mittel";"36 Würfe; X Anzahl der Würfe ohne 6, binomialverteilt mit p = 25/36; Abb. 1 bis 3";"je Abbildung eine Begründung, dass sie nicht die Verteilung von X zeigt";"je ein Merkmal prüfen: Lage des Maximums, Summe, Wertebereich";"3";"dezimal|ganz";"";"2021MgrundlegendAStochastik12-a";"Abb. 1: die höchste Säule befindet sich bei 20, nicht bei 25; Abb. 2: die Summe der Höhen der Säulen ist größer als 1; Abb. 3: die Höhe der Säule bei 37 ist größer als null (amtlich)";"";"II";"Abb. 2 nur wegen der Form ablehnen";"Standardbezug: K1 II, K4 II, K5 I. Amtlich, eigene Rechnung bestätigt (E(X) = 25)."
"2021MgrundlegendAStochastik2-a";"2021";"2021-iqb-ga";"A";"2";"Stochastik";"a";"1";"2";"";"nein";"I|II";"Stochastik";"Binomialverteilung";"Term für eine Wahrscheinlichkeit einer Bernoulli-Kette angeben";"";"P(X = □) = (□ über 3) · (□)² · (1/4)³|p = 1/4, drei Treffer, zwei Nieten|n = 5, k = 3, Niete 3/4";"Bernoulli-Formel|Platzhalter aus Exponenten ablesen";"Kurzantwort";"Vervollständigen Sie";"Term";"keins";"keine";"ohne";"kurz";"X binomialverteilt mit p = 1/4; Gleichung P(X = □) = (□ über 3) · (□)² · (1/4)³ mit Platzhaltern";"vervollständigte Gleichung";"Anzahl der Treffer 3 aus (1/4)³, n = 3 + 2, Nietenwahrscheinlichkeit 3/4";"1";"Bruch|Potenz";"";"";"P(X = 3) = (5 über 3) · (3/4)² · (1/4)³ (amtlich)";"Wert 90/1024";"II";"n = 3 oder (1/4)² einsetzen";"Standardbezug: K1 II, K4 II, K5 I. Amtlich, eigene Rechnung bestätigt. Typ aus 2026-ga-A wiederverwendet."
"2021MgrundlegendAStochastik2-b";"2021";"2021-iqb-ga";"A";"2";"Stochastik";"b";"1";"3";"";"nein";"I|II|III";"Stochastik";"Binomialverteilung";"Einzelwahrscheinlichkeit aus Symmetrie und kumulierten Werten berechnen";"";"Symmetrie um 13,5: P(Y = 15) = P(Y = 12) ≈ 0,13, P(Y ≤ 13) = 0,5|P(Y = 14) = P(Y ≤ 15) − P(Y = 15) − P(Y ≤ 13)|0,78 − 0,13 − 0,5 = 0,15";"Symmetrieachse aus dem Diagramm|Symmetrie der Einzelwahrscheinlichkeiten|Zerlegung kumulierter Wahrscheinlichkeiten";"Rechnung";"Berechnen Sie";"Zahl";"Diagramm";"Säulendiagramm P(Y = k) für k = 0 bis 27 ohne y-Skala: Säulen von etwa 6 bis 21, symmetrisch um 13,5, höchste Säulen bei 13 und 14, gleich hohe Säulen bei 12 und 15";"ohne";"mittel";"symmetrische Verteilung von Y im Diagramm (Symmetrie um 13,5); P(Y ≤ 15) ≈ 0,78, P(Y = 12) ≈ 0,13";"P(Y = 14) aus diesen Werten";"Symmetrie liefert P(Y = 15) und P(Y ≤ 13) = 0,5, dann Differenz";"3";"dezimal";"";"";"mit P(Y = 15) = P(Y = 12) ergibt sich P(Y = 14) = P(Y ≤ 15) − P(Y = 15) − P(Y ≤ 13) ≈ 0,78 − 0,13 − 0,5 = 0,15 (amtlich)";"";"III";"Symmetrieachse bei 14 statt 13,5 annehmen";"Standardbezug: K1 III, K2 III, K4 II, K5 I. Amtlich, eigene Rechnung bestätigt. Typ aus 2025-ga-A wiederverwendet. Eichregel: (b) Symmetrie um 13,5 erkennen und ausnutzen, mit der Zerlegung der kumulierten Wahrscheinlichkeit verkettet."
"2021MerhoehtAAnalysis11-a";"2021";"2021-iqb-ea";"A";"1.1";"Analysis";"a";"1";"1";"";"nein";"I";"Analysis";"Tangente, Normale, Schnittwinkel";"Tangentensteigung in einem Punkt über die Ableitung nachweisen";"";"f(x) = sin x|f'(0) = cos 0 = 1";"Ableitung des Sinus|Tangentensteigung als Ableitungswert";"Rechnung";"Zeigen Sie";"Text";"Koordinatensystem";"Koordinatensystem ohne Gitter, x-Achse mit den Markierungen 0 und π; Graph von sin x von etwa −0,5 bis 3,5 mit dem Bogen über [0; π]; gestrichelte Tangenten in (0; 0) mit Steigung 1 und in (π; 0) mit Steigung −1, die sich über dem Bogen bei x = π/2 schneiden";"ohne";"kurz";"f(x) = sin x in IR; Abbildung mit G_f und den Tangenten in den dargestellten Nullstellen";"Nachweis, dass die Tangente durch den Ursprung die Steigung 1 hat";"f'(0) berechnen";"1";"ganz";"";"";"f'(0) = cos(0) = 1 (amtlich)";"";"I";"f'(x) = −cos x ansetzen";"Standardbezug: K5 I. Amtlich, eigene Rechnung bestätigt."
"2021MerhoehtAAnalysis11-b";"2021";"2021-iqb-ea";"A";"1.1";"Analysis";"b";"1";"4";"";"nein";"I|II";"Analysis";"Flächeninhalt durch Integration";"Fläche: Fläche zwischen Graph und zwei Tangenten berechnen";"";"Tangenten y = x und y = −(x − π), Schnittpunkt bei π/2|Symmetrie: 2 · Integral von 0 bis π/2 über (x − sin x)|2 · [1/2 x² + cos x] = π²/4 − 2";"Tangentengleichungen in den Nullstellen|Schnittpunkt der Tangenten|Fläche zwischen Gerade und Graph als Integral|Symmetrie oder zwei Integrale";"Rechnung";"Berechnen Sie";"Zahl";"Koordinatensystem";"Koordinatensystem ohne Gitter, x-Achse mit den Markierungen 0 und π; Graph von sin x von etwa −0,5 bis 3,5 mit dem Bogen über [0; π]; gestrichelte Tangenten in (0; 0) mit Steigung 1 und in (π; 0) mit Steigung −1, die sich über dem Bogen bei x = π/2 schneiden";"ohne";"kurz";"f(x) = sin x; Tangenten in (0; 0) und (π; 0) aus der Abbildung, Steigung 1 nach a";"Inhalt des Flächenstücks zwischen G_f und den beiden Tangenten";"Tangenten aufstellen, Schnittpunkt bei π/2, Integral der Differenz Tangente minus Sinus über [0; π/2] verdoppeln";"4";"Bruch|Potenz";"";"2021MerhoehtAAnalysis11-a";"2 · Integral von 0 bis π/2 über (x − sin x) dx = 2 · [1/2 x² + cos x] von 0 bis π/2 = π²/4 − 2 (amtlich)";"≈ 0,467; ohne Symmetrie als Summe zweier Integrale gleich";"II";"Integral von 0 bis π über (x − sin x) bilden (zweite Tangente vergessen)";"Standardbezug: K2 II, K4 I, K5 II. Amtlich, eigene Rechnung bestätigt. Die Symmetrie ist nur eine Abkürzung, zwei Integrale führen ebenso zum Ziel – nach dem Prinzip keine Deutung nach (b)."
"2021MerhoehtAAnalysis12-a";"2021";"2021-iqb-ea";"A";"1.2";"Analysis";"a";"1";"1";"";"nein";"I";"Analysis";"Ableitungsregeln";"Ableitung mit Parameter in faktorisierter Form nachweisen";"";"f(x) = x⁴ − kx²|f'(x) = 4x³ − 2kx = 2x · (2x² − k)";"Potenzregel mit Parameter|Ausklammern";"Rechnung";"Zeigen Sie";"Text";"Koordinatensystem";"Koordinatensystem ohne Skalen; W-förmiger Graph mit Hochpunkt im Ursprung und zwei Tiefpunkten unterhalb der x-Achse";"ohne";"kurz";"f(x) = x⁴ − k · x² in IR mit k > 0; Graph in der Abbildung";"Nachweis, dass f'(x) = 2x · (2x² − k) gilt";"ableiten und ausklammern";"1";"ganz";"";"";"f'(x) = 4x³ − 2kx = 2x · (2x² − k) (amtlich)";"";"I";"k beim Ableiten wie eine Variable behandeln";"Standardbezug: K5 I. Amtlich, eigene Rechnung bestätigt."
"2021MerhoehtAAnalysis12-b";"2021";"2021-iqb-ea";"A";"1.2";"Analysis";"b";"1";"4";"";"nein";"I|II";"Analysis";"Funktionsscharen und Ortskurven";"Scharparameter aus der y-Koordinate der Tiefpunkte ermitteln";"";"f'(x) = 0 mit x ≠ 0: x = ±√(k/2)|f(√(k/2)) = k²/4 − k²/2 = −k²/4|−k²/4 = −1 ⇔ k = 2 (k > 0)";"Extremstellen aus der faktorisierten Ableitung|Funktionswert mit Parameter|Gleichung in k mit Vorzeichenbedingung";"Rechnung";"Ermitteln Sie";"Zahl";"Koordinatensystem";"Koordinatensystem ohne Skalen; W-förmiger Graph mit Hochpunkt im Ursprung und zwei Tiefpunkten unterhalb der x-Achse";"ohne";"kurz";"f(x) = x⁴ − k · x² mit k > 0; f'(x) = 2x · (2x² − k); beide Tiefpunkte haben die y-Koordinate −1";"Wert von k";"Tiefstellen ±√(k/2) aus f' = 0, Funktionswert gleich −1 setzen";"3";"Wurzel|Bruch|negativ";"";"2021MerhoehtAAnalysis12-a";"für x ≠ 0 ergibt sich 2x² − k = 0 ⇔ x = ±√(k/2); für k > 0 gilt f(√(k/2)) = k²/4 − k · k/2 = −k²/4 = −1 ⇔ k = 2 (amtlich)";"";"II";"k = −2 nicht ausschließen oder x = 0 als Tiefstelle nehmen";"Standardbezug: K2 II, K4 I, K5 II. Amtlich, eigene Rechnung bestätigt."
"2021MerhoehtAAnalysis13-a";"2021";"2021-iqb-ea";"A";"1.3";"Analysis";"a";"1";"2";"";"nein";"II";"Analysis";"Ableitungsregeln";"Ableitung eines Produkts mit e-Funktion in vorgegebener Form nachweisen";"";"f(t) = 2t · e^(−t/100)|Produkt- und Kettenregel|f'(t) = 2e^(−t/100) + 2t · e^(−t/100) · (−1/100) = 2 · (1 − t/100) · e^(−t/100)";"Produktregel|Kettenregel mit innerer Ableitung −1/100|Ausklammern";"Rechnung";"Zeigen Sie";"Text";"keins";"keine";"Computervirus/Infektionsrate";"lang";"f(t) = 2 · t · e^(−t/100), t in Tagen, f(t) Rate in Tausend Computern pro Tag";"Nachweis, dass 2 · (1 − t/100) · e^(−t/100) ein Term von f' ist";"Produktregel anwenden und zusammenfassen";"2";"Bruch|negativ";"";"";"f'(t) = 2 · e^(−t/100) + 2 · t · e^(−t/100) · (−1/100) = 2 · (1 − t/100) · e^(−t/100) (amtlich)";"";"II";"innere Ableitung −1/100 vergessen";"Standardbezug: K5 II. Amtlich, eigene Rechnung bestätigt. Vom Typ „Ableitung mit Parameter in faktorisierter Form nachweisen“ (Analysis 1.2 a) getrennt: dort Potenzregel, hier Produkt- und Kettenregel (anderer Lösungsweg)."
"2021MerhoehtAAnalysis13-b";"2021";"2021-iqb-ea";"A";"1.3";"Analysis";"b";"1";"1";"";"nein";"I";"Analysis";"Ableitung und Änderungsrate";"Zeitpunkt der größten Rate aus der Ableitung angeben";"";"f'(t) = 0 ⇔ t = 100|Vorzeichenwechsel von + nach −|100 Tage";"Nullstelle des Faktors 1 − t/100|Maximum der Rate";"Kurzantwort";"Geben Sie an";"Zahl";"keins";"keine";"Computervirus/Infektionsrate";"kurz";"f'(t) = 2 · (1 − t/100) · e^(−t/100)";"Zeitpunkt der größten Infektionsrate";"Nullstelle von f' ablesen";"1";"ganz";"Tage";"2021MerhoehtAAnalysis13-a";"100 Tage nach der ersten Infizierung eines Computers (amtlich)";"";"I";"f(100) statt t = 100 angeben";"Standardbezug: K3 I, K4 I, K6 I. Amtlich, eigene Rechnung bestätigt."
"2021MerhoehtAAnalysis13-c";"2021";"2021-iqb-ea";"A";"1.3";"Analysis";"c";"1";"2";"";"nein";"I|II";"Analysis";"Rekonstruktion von Beständen";"Term für einen Bestand aus einer Rate über ein Integral angeben";"";"zweite Woche: Tag 7 bis Tag 14|Integral über die Rate|Einheit Tausend Computer: Faktor 1000|1000 · Integral von 7 bis 14 über f(t) dt";"Bestandsänderung als Integral der Rate|Grenzen aus dem Zeitraum|Einheit umrechnen";"Kurzantwort";"Geben Sie an";"Term";"keins";"keine";"Computervirus/Infektionsrate";"mittel";"f(t) Rate in Tausend Computern pro Tag; Zeitraum der zweiten Woche nach der ersten Infizierung";"Term für die Anzahl der in diesem Zeitraum infizierten Computer";"Integral der Rate von 7 bis 14 mal 1000";"1";"ganz";"Computer";"";"1000 · Integral von 7 bis 14 über f(t) dt (amtlich)";"Wert ≈ 132 000";"II";"Grenzen 8 bis 14 oder Faktor 1000 vergessen";"Standardbezug: K3 II, K5 I, K6 II. Amtlich, eigene Rechnung bestätigt. Erste Fundstelle des Themas Rekonstruktion von Beständen."
"2021MerhoehtAAnalysis21-a";"2021";"2021-iqb-ea";"A";"2.1";"Analysis";"a";"1";"2";"";"nein";"I|II";"Analysis";"Funktionsklassen und Eigenschaften";"Symmetrie: Weiteren Extrempunkt aus der Symmetrie des Graphen angeben";"";"f achsensymmetrisch: Hochpunkt (−2; 1)|g punktsymmetrisch: Tiefpunkt (−2; −1)";"Achsensymmetrie spiegelt Hochpunkte auf Hochpunkte|Punktsymmetrie macht aus Hoch- Tiefpunkte";"Kurzantwort";"Geben Sie an";"Zahl|Text";"keins";"keine";"ohne";"kurz";"f in IR mit zur y-Achse symmetrischem Graphen, g in IR mit zum Ursprung symmetrischem Graphen; beide Graphen haben den Hochpunkt (2; 1)";"je ein weiterer Extrempunkt mit Art";"Spiegelung des Hochpunkts";"1";"ganz|negativ";"";"";"der Graph von f hat den Hochpunkt (−2; 1), der Graph von g den Tiefpunkt (−2; −1) (amtlich)";"";"II";"für g einen Hochpunkt (−2; 1) angeben";"Standardbezug: K1 II, K2 I, K6 I. Amtlich."
"2021MerhoehtAAnalysis21-b";"2021";"2021-iqb-ea";"A";"2.1";"Analysis";"b";"1";"3";"";"nein";"II|III";"Analysis";"Funktionsklassen und Eigenschaften";"Symmetrie: Symmetrie eines Produkts symmetrischer Funktionen allgemein nachweisen";"";"h(x) = f(x) · (g(x))³|h(−x) = f(−x) · (g(−x))³ = f(x) · (−g(x))³ = −f(x) · (g(x))³ = −h(x)|punktsymmetrisch zum Ursprung";"f(−x) = f(x), g(−x) = −g(x)|ungerade Potenz erhält das Vorzeichen|Symmetriebedingung prüfen";"Begründung";"Untersuchen Sie";"Text";"keins";"keine";"ohne";"kurz";"f achsensymmetrisch, g punktsymmetrisch; h(x) = f(x) · (g(x))³ in IR";"Untersuchung des Graphen von h auf Symmetrie";"h(−x) mit den Symmetrieeigenschaften umformen";"2";"ganz";"";"";"h(−x) = f(−x) · (g(−x))³ = f(x) · (−g(x))³ = −f(x) · (g(x))³ = −h(x); damit ist der Graph von h symmetrisch bezüglich des Koordinatenursprungs (amtlich)";"Kontrolle mit Beispielfunktionen";"III";"(−g(x))³ = (g(x))³ setzen und Achsensymmetrie folgern";"Standardbezug: K1 III, K4 II, K5 III. Amtlich, eigene Rechnung bestätigt (mit Beispielfunktionen). Eichregel: (c) allgemeiner Nachweis ohne Terme, die Beziehung h(−x) = −h(x) wird aus den Symmetrieeigenschaften hergeleitet."
"2021MerhoehtAAnalysis22-a";"2021";"2021-iqb-ea";"A";"2.2";"Analysis";"a";"1";"1";"";"nein";"I|II";"Analysis";"Ableitungsgraph und Funktionsgraph";"Tangentensteigung aus dem Graphen der Ableitung ablesen";"";"Steigung der Tangente in (0; f(0)) = f'(0)|Ableitungsgraph bei x = 0: Wert 1";"Tangentensteigung als Wert von f'|Wert am gestrichelten Graphen ablesen";"Kurzantwort";"Geben Sie an";"Zahl";"Koordinatensystem";"Koordinatensystem mit Gitter (Schrittweite 1), x-Achse von −3 bis 2,5, y-Achse von −0,5 bis 4,5; G_f (durchgezogen) exponentiell wachsend durch (0; 2), links gegen etwa 1 abflachend; Graph von f' (gestrichelt) durch (0; 1), links gegen 0, rechts steil steigend";"ohne";"kurz";"Abbildung mit G_f und dem Graphen von f'; f'(0) = 1 am Graphen";"Steigung der Tangente an G_f im Punkt (0; f(0))";"f'(0) ablesen";"1";"ganz";"";"";"die Steigung ist 1 (amtlich)";"";"II";"f(0) = 2 statt f'(0) ablesen";"Standardbezug: K4 II, K5 I. Amtlich, Wert aus der Abbildung."
"2021MerhoehtAAnalysis22-b";"2021";"2021-iqb-ea";"A";"2.2";"Analysis";"b";"1";"4";"";"nein";"I|II|III";"Analysis";"Tangente, Normale, Schnittwinkel";"Nullstelle der Tangente an einen gestreckten Graphen als parameterunabhängig nachweisen";"";"g_c = c · f, g_c' = c · f'|Tangente in (0; g_c(0)): y = c · f'(0) · x + c · f(0) = c · x + 2c|c · x + 2c = 0 ⇔ x = −2 für jedes c";"Streckung in y-Richtung als Vorfaktor|Ableitung des Vielfachen|Tangentengleichung mit Parameter|Nullstelle unabhängig von c";"Rechnung";"Bestimmen Sie";"Zahl";"Koordinatensystem";"Koordinatensystem mit Gitter (Schrittweite 1), x-Achse von −3 bis 2,5, y-Achse von −0,5 bis 4,5; G_f (durchgezogen) exponentiell wachsend durch (0; 2), links gegen etwa 1 abflachend; Graph von f' (gestrichelt) durch (0; 1), links gegen 0, rechts steil steigend";"ohne";"mittel";"Schar g_c mit c > 0, Graph von g_c aus G_f durch Streckung mit Faktor c in y-Richtung; f(0) = 2 und f'(0) = 1 aus der Abbildung";"x-Koordinate des Schnittpunkts der Tangente an den Graphen von g_c in (0; g_c(0)) mit der x-Achse, rechnerisch";"Tangentengleichung mit c aufstellen und null setzen";"3";"ganz|negativ";"";"2021MerhoehtAAnalysis22-a";"Tangente an den Graphen von g_c: y = g_c'(0) · x + g_c(0) = c · f'(0) · x + c · f(0) = c · x + 2c; c · x + 2c = 0 ⇔ x = −2 (amtlich)";"";"III";"g_c'(0) = f'(0) setzen (Streckung nicht ableiten)";"Standardbezug: K1 III, K2 III, K4 I, K5 II. Amtlich, eigene Rechnung bestätigt. Eichregel: (c) allgemeiner Nachweis mit Parameter c, bei dem die Beziehung g_c' = c · f' hergeleitet wird und die Nullstelle als c-unabhängig folgt; (a) Streckung in Terme übersetzen."
"2021MerhoehtAAGLAA111";"2021";"2021-iqb-ea";"A";"1.1";"AG/LA (A1)";"";"1";"5";"";"nein";"I|II";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Matrizenalgebra: Parameter für gleiche Spur von Matrix und Inverser bestimmen";"";"M_k = ((1; 0), (−k; k))|Inverse über M · X = E: a = 1, b = 0, d = 1/k, c = 1|Spur von M_k: 1 + k, Spur der Inversen: 1 + 1/k|1 + k = 1 + 1/k ⇔ k = ±1";"Definition der Spur (im Text vorgegeben)|Inverse über die Gleichung M · X = E|Gleichung k = 1/k";"Rechnung";"Bestimmen Sie";"Zahl";"keins";"keine";"ohne";"mittel";"Spur einer quadratischen Matrix als Summe der Hauptdiagonale (mit Beispiel); M_k = ((1; 0), (−k; k)) mit k ≠ 0";"alle k, für die M_k und die inverse Matrix dieselbe Spur haben";"Inverse bestimmen, Spuren gleichsetzen";"3";"ganz|negativ|Bruch";"";"";"((1; 0), (−k; k)) · ((a; b), (c; d)) = ((1; 0), (0; 1)) liefert a = 1, b = 0 und damit k · d = 1 ⇔ d = 1/k; es gilt 1 + k = 1 + 1/k ⇔ k = −1 oder k = 1 (amtlich)";"Inverse ((1; 0), (1; 1/k))";"II";"Spur der Inversen als Kehrwert der Spur ansetzen";"Standardbezug: K2 II, K5 II, K6 I. Amtlich, eigene Rechnung bestätigt. Aufgabe ohne Teilaufgabenbuchstaben (Aufgabe 1.1). Die Definition „Spur“ ist wörtlich vorgegeben, nach dem Prinzip keine Deutung. Thema Matrizen und Übergangsprozesse (nirgends Prüfungsgegenstand)."
"2021MerhoehtAAGLAA112-a";"2021";"2021-iqb-ea";"A";"1.2";"AG/LA (A1)";"a";"1";"1";"";"nein";"I";"Analytische Geometrie";"Geraden";"Parallelität einer Geraden zu einer Koordinatenachse über die Koordinaten begründen";"";"A(2; −3; 1), B(2; 3; 1)|gleiche x- und z-Koordinate|AB = (0; 6; 0) parallel zur y-Achse";"Richtungsvektor aus zwei Punkten|Koordinatenachse als Richtung";"Begründung";"Begründen Sie";"Text";"keins";"keine";"ohne";"kurz";"A(2; −3; 1), B(2; 3; 1)";"Begründung, dass die Gerade AB parallel zur y-Achse ist";"Koordinaten vergleichen";"1";"ganz|negativ";"";"";"A und B haben die gleiche x-Koordinate und die gleiche z-Koordinate (amtlich)";"";"I";"„liegt auf der y-Achse“ statt „parallel“";"Standardbezug: K1 I, K4 I. Amtlich, eigene Rechnung bestätigt. Die Kurzbeschreibung nennt nur AG/LA; die Datei liegt wortgleich als 2021MerhoehtAAGLAA212 ein zweites Mal vor (Dublette ohne Zeile)."
"2021MerhoehtAAGLAA112-b";"2021";"2021-iqb-ea";"A";"1.2";"AG/LA (A1)";"b";"1";"4";"";"nein";"I|II";"Analytische Geometrie";"Orthogonalität";"Dreieck: Punkte auf einer Koordinatenachse mit rechtem Winkel zu zwei Punkten bestimmen";"";"C(0; c; 0) auf der y-Achse|CA · CB = (2; −3 − c; 1) · (2; 3 − c; 1) = 5 − 9 + c² = 0|c = ±2|C(0; −2; 0) und C(0; 2; 0)";"Punkt auf der y-Achse ansetzen|rechter Winkel bei C als Skalarprodukt|quadratische Gleichung, beide Lösungen";"Rechnung";"Bestimmen Sie";"Zahl";"keins";"keine";"ohne";"kurz";"A(2; −3; 1), B(2; 3; 1); C auf der y-Achse; Gerade AC senkrecht zu Gerade BC";"Koordinaten aller möglichen Punkte C";"C(0; c; 0), Skalarprodukt CA · CB = 0 lösen";"3";"ganz|negativ|Potenz";"";"";"es gilt C(0; c; 0) mit reellem c; damit CA · CB = (2; −3 − c; 1) · (2; 3 − c; 1) = 5 − 9 + c² = 0 ⇔ c = −2 oder c = 2 (amtlich)";"";"II";"nur c = 2 angeben";"Standardbezug: K1 II, K2 II, K5 II, K6 I. Amtlich, eigene Rechnung bestätigt. „C auf der y-Achse“ ist eine unmittelbare Übersetzung, nach dem Prinzip II."
